Sample,PLASMA01,PLASMA02,PLASMA03,PLASMA05,PLASMA06,PLASMA07,QC1,QC2,QC3,QC4,QC5,QC6,SERUM01,SERUM02,SERUM03,SERUM04,SERUM05,SERUM06,WB01,WB02,WB03,WB04,WB05,WB06
Label,Plasma,Plasma,Plasma,Plasma,Plasma,Plasma,QC,QC,QC,QC,QC,QC,Serum,Serum,Serum,Serum,Serum,Serum,whole_blood,whole_blood,whole_blood,whole_blood,whole_blood,whole_blood
125.0027__26.35,3246684.99845,1917683.98516,3092717.61001,3179108.37671,3345640.91635,891179.91271,2056255.82102,85895.96453,1713387.23041,3276215.08934,2223341.19484,910401.59836,2110064.62899,1888202.56854,2458449.08853,2120692.29022,1100216.48943,3242343.53524,3435007.5772,1953697.90486,2451569.70392,1535234.83324,1551903.78019,2000757.50791
125.0211__39.82,18665817.55242,14130804.83317,16016088.94274,16425698.20857,16066881.12595,13008327.15026,7193030.35543,7219428.21978,7168833.06759,7179847.46422,6760483.48023,6732063.5366,24942739.57708,19926923.5562,21214487.29392,15948815.05173,21687950.96948,19063545.12852,2465527.5091,741238.56503,2409749.90229,1875115.9404,1051623.17857,1789367.54066
125.0381__34.62,25268839.38283,31462490.38685,24433782.49509,32008544.0334,26160779.05097,29478451.91092,30175932.52977,31195516.22583,32790282.17561,32796951.29865,30040726.65075,33162903.18668,3561467.18671,3662812.89875,3700384.52512,3814235.88773,4363446.54666,3455246.88905,43397077.71005,48626400.43855,51902102.70852,56363121.31007,48975336.0573,48791796.43969
125.1075__119.61,267175.19876,128467.22378,194877.29508,331043.52361,558277.00145,155066.2742,249524.81861,281421.73783,233785.98062,282368.30805,278745.11907,250696.24545,310001.79153,171894.4467,194279.03247,85785.70251,305488.34402,496188.34215,271966.37916,152152.6783,240136.00954,140001.06532,317127.25711,571856.39815
125.9612__25.85,61311.02334,2158764.05711,1783809.57635,1195541.19159,2192384.41947,1465809.83682,1457737.96637,69158.88902,2086392.18342,759852.35702,1645620.98479,1910054.69891,2012862.24859,2010770.63666,2186067.87168,2053695.52243,771723.34031,2586367.05244,1801772.47495,1558132.70313,1823886.0804,1083695.01257,1760807.95548,1664054.23992
126.0245__34.81,578182554.26075,605076221.93491,572518528.06512,582684532.85052,571273871.59051,579203298.64621,363680132.08294,353245838.59237,370732772.27618,1145186.31755,1173479.9819,360910115.71041,313224.36099,175073.56528,166734.37766,207640.2754,115044.9165,615180.02161,381655526.22025,363940567.46591,347148476.17665,327753492.68708,1830585.61974,352400983.46274
126.9722__31.46,17958752.60075,19416062.12649,17908849.05789,18792947.35981,638300.25808,18081875.99034,11193305.94808,11492007.1552,11941664.42231,10203851.85949,11260681.02381,1665560.30743,5085793.81291,2272292.87734,2010082.33907,2289356.75227,2607289.58335,2483039.70067,11623842.27962,11955843.23674,2036311.0829,10407427.72439,1783375.10291,2613998.87645
127.9669__22.26,481124.19895,950284.92811,621670.35216,62196.55799,329735.75482,141659.37104,172084.44921,346046.8904,57257.2374,54930.27524,312330.24843,299878.62743,386879.92307,384745.78013,387242.75466,382228.15299,377390.64679,371215.26505,287612.49973,307181.76923,322088.11343,282198.63965,858639.74007,847570.47526
127.9796__49.43,3112485.43617,2659014.71159,2317258.81729,1989854.16501,1981537.0565,1841273.79097,3100277.34868,2325556.57562,1332091.11026,1240037.08649,1133697.53222,1129230.88712,2771949.25143,3069571.52814,2806311.82951,3116743.47583,3012902.74352,2931973.61759,1341938.33465,1394689.82317,1259271.61006,1282594.95435,1224237.07819,1367552.05056
127.9825__34.82,3593368.25683,4133418.35333,3830338.10368,3544441.36085,3411227.73339,3525161.21745,2364225.60822,2308902.36278,2632552.47058,2249025.27158,2346871.78993,2210956.84207,46947.95671,52262.34125,29599.94831,27144.06985,31194.30341,49949.31988,2307455.14833,2418635.08947,2247109.98501,1848499.68201,2240639.79921,2320039.11483
128.0194__34.74,142790892.3508,147103820.1687,139725980.44088,164275090.11825,136208021.18062,149368223.07587,159177633.77555,166658312.01572,164678803.40641,155357653.01784,154696800.62446,158414231.69316,11298625.72811,11526355.69925,11057998.48776,10648043.05629,13377317.76091,11009556.31269,235257427.76455,254416891.65151,242306315.30419,267925614.79141,264765611.60323,241695338.21926
128.0708__43.23,4182439.2158,2875413.06271,3530760.93605,3312656.53138,3597391.73802,3200120.73863,2789417.60884,3134040.90142,3346458.82807,3999251.5242,3888018.06362,4037000.20547,2480746.93295,1738145.86107,1884324.09072,2405629.25589,1896394.06113,1922921.35094,4036349.18098,3808280.79693,3348478.13223,3345074.26038,3130578.99778,3477915.88215
128.9712__23.55,2125753.52952,32885107.7587,1969776.16172,31325102.61845,1255316.30312,1845927.56366,1082022.27109,31463429.03018,17760239.23783,1130382.15187,2005175.34905,1285371.4138,1423589.50005,385124.63162,1486110.31092,1998320.57667,55436.81749,1944075.86734,60739.27809,1874941.96023,407159.44575,29184426.24657,176391.74406,28315525.10816
128.997__10.41,NA,380357.01884,723694.80737,444009.46566,10338911.35644,10793362.92348,890773.69843,NA,618253.04234,375458.37419,NA,NA,NA,691509.94735,590967.84505,797423.74936,140663.22687,NA,288752.10781,654311.59583,909258.44828,502360.86253,44514.01402,730544.2437
129.0202__34.68,16925129.44121,18966754.45735,15896901.51474,19752037.88437,17372753.43564,19047109.61624,20403833.03459,20539834.25492,22859658.62512,19676556.06279,19186380.71112,19141966.14353,954242.61028,369557.71675,364219.07765,722727.11047,1642306.98917,721533.27047,28670902.76171,32853425.77885,29942266.15872,33533325.26022,33092029.84082,30490356.32591
129.0661__41.02,17145233.34094,13011587.66179,8713035.21726,21684813.08152,23175444.58686,14164447.60318,19453949.8338,19294104.51113,20171552.77145,19895963.53137,20248280.03322,19591349.74113,16596533.00645,12320940.7273,7594419.50057,17314523.49062,21990140.41465,22833426.0528,18388209.81094,14983042.32245,7904310.40371,17195568.87123,21121963.13058,26245255.15216
129.1388__34.62,166508.07914,211889.91255,86424.10845,157583.91803,107950.78135,90323.54542,1761665.16087,2583736.96134,2563869.14237,2924719.95979,3553661.499,3552624.38452,105073.97197,56369.02662,84626.91468,73270.80463,64659.29163,28225.38062,7997613.57137,4163416.85493,7070325.76716,2935780.11304,8208803.57588,11824065.03311
130.933__34.81,1015848.21295,1126723.35543,1006396.6983,1283486.64618,1015565.68571,1183465.812,435427.02321,390419.96249,573625.29969,440214.86934,415953.34287,553996.91845,NA,NA,NA,NA,NA,NA,284268.47025,329913.44841,48106.96058,176498.69599,218148.77956,229835.47098
130.9666__25.24,35179254.53434,32582265.46066,14079688.69516,1108775.96171,33281210.31943,32107928.77651,36289256.39952,34464680.96029,32405190.79096,30563619.74625,32676510.79728,18011885.12372,21891623.47848,13436371.38194,37521710.94444,23357585.63065,37251598.34346,39370710.75235,30515786.04081,32103681.79868,33480308.75043,31274627.49676,1332645.27846,31143235.75383
131.0493__104.49,3975719.43548,3661237.38469,4039893.06283,6050497.22006,4553253.41859,4676592.78404,4645686.8838,4747390.97476,5063727.79431,5082736.28915,4343328.95666,4842604.46447,4711497.82411,4963757.04053,3785017.10293,5628613.59688,5844544.29771,4915239.94938,3073906.72831,2987900.13628,3008601.47863,3072763.3235,4842098.65617,4322079.92118
131.0493__79.89,4314867.14981,3378238.46914,3582405.21675,5014354.78434,4529514.09654,4974481.93064,4774973.46417,4663458.12397,4610212.65669,4526899.67201,4517366.98632,4834577.05816,4636213.35691,3274948.47358,4281620.61013,4130309.60476,6231146.09053,5153953.78891,3765771.1381,3409597.67278,3218822.91509,3023578.40215,5357817.9026,4202176.84757
131.0816__42.8,3579509.64567,4233982.82411,4316832.39662,2312063.2766,3558722.86133,3844277.01374,2734415.32949,2519419.28469,2510629.73886,2500439.79075,2741437.51438,2471647.71627,1161465.00807,1260140.93549,1963755.17141,2309829.92815,1376459.99327,3128350.48896,2532433.06671,2277713.48277,3705255.86292,1915267.30082,2337452.62232,2485829.67627
131.9384__52.8,11650980.00872,10467581.54756,10070292.12175,7675135.16869,NA,9140571.38622,11910251.66294,8929711.09496,NA,NA,NA,NA,549160.37566,554712.84108,NA,607726.77016,NA,207276.91157,765308.06646,500562.38838,259937.70033,NA,NA,NA
131.9744__10.28,3056991.31974,18041526.03722,16679220.03915,17847194.87217,18034376.94693,18042873.28408,18775671.10272,3143926.86872,7599862.91005,15888414.18244,19255006.74802,18266052.60369,17326679.72353,18747795.73916,18839546.74333,18948122.13035,18981714.19611,18422825.59857,17108188.29,19990810.08598,21613416.24635,16793466.61793,17429713.51637,18399758.39732
132.0037__25.48,3956125.92838,9243390.88577,5961514.51801,9999167.62354,8693113.74068,8645853.53476,8912440.86781,2632801.63328,10221407.82276,9314309.72101,9023233.7083,10197094.10487,8781878.98338,8815408.92987,8936960.25701,8929142.91752,8724333.71707,8742615.24811,18687491.55065,9248783.46631,9932720.86353,6885419.47801,20227420.3057,8652235.95797
132.0769__41.18,31052576.67833,26118168.54714,113790402.08545,51246858.34392,23698207.70181,19711296.2661,178362333.66388,173021197.36833,182967197.85638,181178411.55716,188055526.43138,178489810.98886,31010096.41836,24713950.04711,110553957.08794,1154099.36303,54911489.68511,26940726.7417,348014502.21634,452606644.03426,794482906.35965,321149195.29681,362821540.75651,404571672.262
132.1021__69.68,300170522.51131,273632822.0988,273905816.83836,282245042.69882,264141790.91872,2133964.55053,326659352.13507,338114693.23506,354544779.69636,440890689.8653,440180310.20093,354853348.34276,315707994.00815,244821716.74536,293762610.56848,317498861.39214,311386396.03639,363967407.93567,370791602.16533,224865938.13559,291269122.20396,281933403.31914,349693843.77271,321359236.43831
132.9874__43.12,4491559.03755,5738489.57995,2007628.0776,3939604.25702,4355080.73879,1557432.52459,3279466.24259,3309968.98023,3583690.57337,3245493.61538,3545799.96041,3324871.52925,10159442.87159,10210035.876,5727490.81008,8137648.48851,8012400.1411,7995123.34734,634209.2276,77595.34547,166416.49881,457065.12051,458879.77387,595751.48978
133.0077__48.33,1070771.34789,2053574.65189,969790.33306,1321144.71463,938289.84868,1076554.94473,2037414.19396,2017155.17702,2194032.74866,1917405.55004,2156646.96588,2020983.19448,1796014.3283,2853778.10023,3136836.93283,3013686.70267,2586845.13189,2609373.33383,1228467.95994,1618494.41088,992808.70922,1303982.04537,1246118.64875,1015695.65826
134.0394__47.61,7722037.92359,7890662.72069,7991016.30097,7810960.31289,8287259.76987,7529284.85359,7711777.96367,7954625.02609,8139972.54045,8237617.52573,7772827.46603,8440592.43478,9117525.33594,9085438.30776,8686510.48568,9113947.40288,9435808.46896,9393719.99036,8431239.63756,8580296.21202,8606512.74074,8693418.85216,8290299.94264,8691053.15303
134.0812__41.26,4836175.51194,4565400.62774,5161405.26539,5538108.46929,4851635.1131,4160346.07179,1020899.38891,1037698.22065,9779050.28316,1273674.7146,979879.75959,951130.49386,5943426.00391,5320848.95535,7562552.77315,4536962.30485,5045622.07983,750013.04052,1566667.24088,2225439.63689,3368339.40706,1944652.27159,1987311.20994,2069196.93807
135.003__45.17,31936518.57853,42391343.79121,26030145.27297,33153269.36672,27053436.13882,29122504.46233,38658110.7644,39213417.71163,39753818.85717,40832240.00521,41358043.34474,40700323.30044,66059979.31642,88509394.34155,96411938.41335,91432762.67565,82070775.4262,85824652.50818,11530517.19359,11148487.18158,8681910.67266,10137659.9778,11054080.87959,10645063.21601
135.0277__43.69,499295.69024,309385.81512,250758.79069,493493.37185,276832.21255,179550.21599,503863.43995,375292.4917,461273.92851,351719.30822,461470.20355,347472.84861,684924.72533,576983.44391,501879.44766,379252.62475,679414.07008,455285.80567,NA,98533.96069,33755.2854,NA,32194.99331,25739.76378
135.9455__7.74,965044.04024,982790.15234,770682.05705,827750.53782,570933.18943,941808.72633,564513.44364,940770.75798,762966.44556,899793.96132,998166.11969,1092851.12724,917438.2381,1004449.68872,921644.82587,1704398.5919,1217822.27256,1034052.438,1178441.6252,926209.22506,995859.50299,806793.88822,911081.20256,872648.59614
135.9455__26.05,3250845.48992,1896975.22708,1963038.45963,1014704.28876,1955039.68209,2765949.91623,2081178.41609,2944337.25224,1851414.7984,1914610.96864,1814435.62043,1668152.59843,2996550.43619,3439818.08773,2230484.83004,2776303.99164,2018977.65975,2837211.68818,1820592.0127,2465937.23143,2060531.83048,1754824.53176,3011431.99573,2819045.35858
136.0081__34.62,2324646.09273,2554902.45595,2224508.42433,2538296.12971,2195272.67696,2810898.39865,2185996.45724,2090092.2196,1903435.63769,2128721.39416,1859185.50229,2183011.66738,1163012.43421,5015.26601,8150.09019,1695197.82431,9233.03518,1752474.22173,2520276.55263,2715187.82921,2577808.65815,2405477.04882,2222629.75182,2825822.55479
136.0483__43.46,38429957.608,31704488.80398,24490617.20601,40915086.99332,41971939.81837,54319621.31371,44013378.95639,43533007.73828,44138474.17354,43835028.8165,43878723.71522,43614896.56697,41360962.79382,34369281.78627,28572203.00945,44492582.86715,44743882.7173,44771397.48831,37205329.13614,31848825.84109,24066648.75187,37349795.04422,39604979.25435,40630859.40017
136.0758__59.67,21986048.40984,17815869.21351,14050338.9318,23115505.36914,23089313.69916,31353766.77902,23801320.80064,24018333.71698,24782831.93228,24583715.73936,24825403.70427,24299416.6707,23256037.86611,19318420.40679,15978466.25411,24223931.08529,24558005.76732,25371770.14476,19660374.41183,15081239.21821,12491587.65321,18960082.87005,21184324.5102,20823786.17799
137.0072__45.01,NA,NA,18161.96351,43064.19634,28444.85338,51634.18611,13460.596,49193.18397,13260.76874,32704.66881,31360.55006,70750.4607,294696.85563,271027.60131,464999.40398,428665.14914,357622.83348,329278.87796,NA,NA,NA,NA,NA,NA
137.0585__43.22,8865030.21068,13564145.10597,18235450.68748,4316676.93196,8748936.52363,18048917.78942,66811916.93735,66745726.90599,67090988.41206,69276392.54035,71356282.91321,70041334.12201,25210169.06957,34550475.08627,45354238.03508,42216372.29629,29822251.91976,42209160.10581,86639345.81208,139223598.87683,137440362.88522,140765787.09742,101808610.30753,119338388.89934
138.0342__26.5,1053528.72238,1268123.51436,1794131.54663,1873044.21032,4718133.84665,1846599.89426,4075989.38511,3091721.31157,4885594.94483,1541203.71794,982873.25034,5371259.37186,1732303.66641,1126202.95366,1229273.0101,1901512.59663,1319393.20142,621857.47842,1290362.6134,957704.97021,5198092.52462,1880230.30276,752328.34338,5452328.8584
138.0493__61.93,11179.36751,32468.30853,42422.92538,NA,15146.78855,43420.89988,680544.08862,673159.48296,508613.18997,539169.62822,749341.41877,670301.58647,408378.27553,273505.57322,264304.91801,224573.73503,397510.81754,222712.24569,801474.31197,1205345.05272,1529865.55872,1558885.91582,1084374.38626,1097658.69276
138.0551__41.54,5555406.41874,34384915.70218,3429517.11905,25178809.29772,4178295.2704,36713762.88533,10336471.32216,10093510.96186,10735765.79396,10427618.7363,10966068.24242,9938682.91732,4832133.02955,23959999.53218,2473067.88517,52327051.56024,17505265.18452,2912020.11324,4387048.97764,22841362.42553,7189347.12064,55840828.83162,19121015.45205,5870048.75669
139.018__34.68,52177763.79478,54288155.49751,57269349.43927,51084114.85595,50304666.91907,51302758.47422,33085002.27134,32769612.19606,32769956.94201,32578032.58401,31474032.60964,31818168.18761,2117314.71332,2260361.58893,2229491.66115,2522923.59627,2552131.71594,2390240.41502,34636629.46753,31045000.38904,30367699.13536,30439737.06196,30923541.7551,32852864.4793
139.0504__42.74,2731355.61834,2443860.34348,1264980.25116,1653091.84604,2818168.95885,2621443.37129,1465487.99545,1463522.59477,1618431.62839,1591075.21568,1642587.12567,1330347.07802,2111526.32141,2212338.88109,1071822.19657,3883137.8013,1332158.29406,2135637.45537,2034916.84785,1881596.57295,986474.85923,4056858.35938,1384825.10373,2080901.74955
139.988__27.13,2836281.66347,2922879.76251,4071109.7089,2939575.07678,1865977.6224,3970710.08477,2972941.28872,3904562.8685,2065521.5854,4091739.17655,2043458.2435,2027514.34306,2998685.39881,2963405.8429,2976035.84831,2974159.58991,3031911.60151,2961934.90456,1921845.4871,2143718.73113,4209306.59675,4032818.3665,4207761.82412,2168582.08966
140.0683__39.73,376795640.14248,233203317.37314,176381031.93751,369746246.30381,354831378.8602,306433144.56785,205627658.19549,202228608.9778,202578759.00687,207360654.70944,194421329.5215,200343237.67809,634500307.20716,387408241.88563,278452435.31021,465357276.56174,543810756.81141,541166326.11891,95746320.22855,35383674.15023,52803178.55235,82201512.66763,84832400.41536,70807948.19624
140.9885__38.23,2150351.47065,2038975.92315,2141868.76518,2409765.83986,2313304.43472,2138710.24362,2906168.3448,3018614.64299,2834452.19166,2916344.11179,2996844.16899,2824431.94946,13748092.08975,13288650.98628,14347292.01665,12559415.83108,13312229.22187,13748771.54004,573441.59148,3217655.92516,3342596.85396,3836905.01767,3352620.18001,736869.8069
